FID,REPORTDATE,BLOCKADD,OFFENSE
418,2008-12-14 00:00:00,700 Block Mohawk Dr,Theft From Vehicle
419,2009-02-07 00:00:00,800 Block 29th St,Incident
420,2011-10-14 00:00:00,3600 Block Table Mesa Dr,Assault
421,2009-07-07 00:00:00,1100 Block University Ave,Burglary
422,2010-04-19 00:00:00,2100 Block Canyon Blvd,Vandalism
423,2009-07-16 00:00:00,700 Block Arapahoe Ave,Burglary
424,2010-06-04 00:00:00,2900 Block E Aurora Ave,Trespassing
425,2011-11-30 00:00:00,800 Block Mapleton Ave,Incident
426,2010-03-07 00:00:00,9th St & Arapahoe Ave,Sex Assault
427,2010-04-05 00:00:00,600 Block S Broadway,Trespassing
428,2010-01-28 00:00:00,1200 Block College Ave,Vandalism
429,2008-08-22 00:00:00,1700 Block Pearl St,Vandalism
430,2011-08-29 00:00:00,4400 Block Laguna Pl,Burglary
431,2008-01-24 00:00:00,5000 Block Valmont Rd,Vandalism
432,2012-10-31 00:00:00,11th St & Walnut St,Vandalism
433,2012-03-13 00:00:00,1000 Block 12th St,Burglary
434,2015-01-24 00:00:00,800 Block 20th St,Trespassing
435,2008-07-22 00:00:00,1100 Block 6th St,Assault
436,2008-06-16 00:00:00,6400 Block Gunpark Dr,Vandalism
437,2009-09-21 00:00:00,1000 Block Adams Cir,Vandalism
438,2008-12-17 00:00:00,700 Block Mohawk Dr,Burglary
439,2011-07-31 00:00:00,700 Block University Ave,Theft From Vehicle
440,2009-05-31 00:00:00,3100 Block Madison Ave,Vandalism
441,2011-06-23 00:00:00,11th St & University Ave,Vandalism
442,2009-11-17 00:00:00,800 Block 37th St,Burglary
443,2012-05-10 00:00:00,3300 Block 28th St,Trespassing
444,2009-08-04 00:00:00,1700 Block 6th St,Vandalism
445,2012-01-06 00:00:00,2500 Block Broadway,Burglary
446,2010-03-04 00:00:00,00 Block S Boulder Cir,Theft From Vehicle
447,2008-02-20 00:00:00,5700 Block Arapahoe Ave,Burglary
448,2008-01-03 00:00:00,800 Block 13th St,Theft From Vehicle
449,2009-05-17 00:00:00,6500 Block Odell Pl,Theft From Vehicle
450,2008-06-25 00:00:00,1100 Block Marine St,Burglary
451,2010-02-27 00:00:00,2700 Block Spruce St,Vandalism
452,2010-01-24 00:00:00,3100 Block Arnett St,Theft From Vehicle
453,2012-10-19 00:00:00,28th St & N Foothills Hwy,Vandalism
454,2010-06-21 00:00:00,1600 Block 30th St,Incident
455,2008-08-23 00:00:00,2700 Block Arapahoe Ave,Vandalism
456,2011-07-26 00:00:00,1000 Block Canyon Blvd,Assault
457,2011-06-20 00:00:00,3200 Block Redstone Ln,Burglary
458,2009-12-19 00:00:00,5500 Block Central Ave,Theft From Vehicle
459,2010-11-16 00:00:00,1800 Block 15th St,Burglary
460,2008-08-12 00:00:00,1100 Block Grandview Ave,Vandalism
461,2009-02-22 00:00:00,2300 Block Walnut St,Burglary
462,2012-01-19 00:00:00,1000 Block University Ave,Burglary
463,2012-12-18 00:00:00,2600 Block Mapleton Ave,Vandalism
464,2011-03-14 00:00:00,800 Block 20th St,Theft From Vehicle
465,2009-05-03 00:00:00,3300 Block Bridger Trl,Theft From Vehicle
466,2013-01-17 00:00:00,1700 Block 15th St,Trespassing
467,2012-11-20 00:00:00,800 Block 18th St,Trespassing
468,2008-12-15 00:00:00,5300 Block Arapahoe Ave,Burglary
469,2008-08-03 00:00:00,4700 Block Edison Ln,Burglary
470,2010-05-17 00:00:00,2800 Block E Aurora Ave,Vandalism
471,2010-02-05 00:00:00,900 Block 12th St,Trespassing
472,2010-06-12 00:00:00,800 Block Marine St,Theft From Vehicle
473,2011-02-14 00:00:00,500 Block 30th St,Theft From Vehicle
474,2009-04-09 00:00:00,Broadway & Portland Pl,Robbery
475,2012-08-20 00:00:00,600 Block University Ave,Vandalism
476,2011-02-14 00:00:00,500 Block 30th St,Theft From Vehicle
477,2011-07-30 00:00:00,11th St & Walnut St,Theft From Vehicle
478,2011-06-08 00:00:00,4100 Block Amber St,Incident
479,2012-08-15 00:00:00,2800 Block Arapahoe Ave,Incident
480,2008-08-19 00:00:00,13th St & College Ave,Assault
481,2009-07-28 00:00:00,2900 Block E Aurora Ave,Vandalism
482,2008-02-02 00:00:00,3000 Block Jefferson St,Vandalism
483,2008-05-05 00:00:00,5300 Block Arapahoe Ave,Burglary
484,2017-12-04 00:00:00,500 Block Manhatan Dr,Theft From Vehicle
485,2012-01-12 00:00:00,500 Block Mohawk Dr,Auto Theft
486,2008-11-01 00:00:00,3100 Block 34th St,Vandalism
487,2010-01-19 00:00:00,6600 Block Lookout Rd,Vandalism
488,2011-02-14 00:00:00,1100 Block Pearl St,Trespassing
489,2012-12-05 00:00:00,1600 Block Arapahoe Ave,Incident
490,2008-10-26 00:00:00,4400 Block Hanover Ave,Vandalism
491,2009-09-05 00:00:00,1100 Block University Ave,Vandalism
492,2010-03-05 00:00:00,11th St & Walnut St,Assault
493,2011-02-22 00:00:00,6300 Block Diagonal Hwy,Auto Theft
494,2009-06-22 00:00:00,4300 Block Drew Cir,Theft From Vehicle
495,2009-05-23 00:00:00,900 Block 14th St,Burglary
496,2008-01-05 00:00:00,2200 Block 17th St,Burglary
497,2010-06-23 00:00:00,2900 Block Pearl St,Trespassing
498,2009-12-15 00:00:00,900 Block Broadway,Burglary
499,2009-02-18 00:00:00,3100 Block 34th St,Burglary
500,2012-06-03 00:00:00,28th St & Springdale Ln,Burglary
501,2009-05-04 00:00:00,900 Block 10th St,Vandalism
502,2011-03-06 00:00:00,3100 Block 30th St,Burglary
503,2008-02-17 00:00:00,3600 Block Table Mesa Dr,Vandalism
504,2012-12-02 00:00:00,1600 Block 19th St,Vandalism
505,2011-09-26 00:00:00,1800 Block 26th St,Vandalism
506,2009-01-22 00:00:00,2900 Block Baseline Rd,Burglary
507,2012-07-27 00:00:00,11th St & Pearl St,Assault
508,2008-10-08 00:00:00,300 Block Seminole Dr,Theft From Vehicle
509,2009-09-15 00:00:00,3100 Block 34th St,Assault
510,2011-07-17 00:00:00,4500 Block 19th St,Vandalism
511,2008-08-07 00:00:00,1900 Block 11th St,Vandalism
512,2012-12-03 00:00:00,2700 Block Arapahoe Ave,Trespassing
513,2012-10-31 00:00:00,1400 Block Pearl St,Trespassing
514,2012-11-16 00:00:00,4200 Block Monroe Dr,Theft From Vehicle
515,2010-07-17 00:00:00,2700 Block Folsom St,Vandalism
516,2010-11-20 00:00:00,800 Block 13th St,Burglary
517,2009-01-28 00:00:00,4800 Block Qualla Dr,Vandalism
518,2008-07-03 00:00:00,3000 Block Denton Ave,Assault
519,2011-04-20 00:00:00,4500 Block Broadway,Theft From Vehicle
520,2011-04-26 00:00:00,Arapahoe Ave & Broadway,Recovery
521,2011-03-14 00:00:00,1900 Block 11th St,Burglary
522,2010-06-14 00:00:00,1400 Block Walnut St,Trespassing
523,2008-06-18 00:00:00,3300 Block 28th St,Theft From Vehicle
524,2008-03-11 00:00:00,1800 Block 22nd St,Incident
525,2011-04-20 00:00:00,2700 Block Taft Dr,Vandalism
526,2011-04-20 00:00:00,26th St & Norwood Ave,Sex Assault
527,2011-04-20 00:00:00,5000 Block Pearl St,Assault
528,2011-04-26 00:00:00,2300 Block 13th St,Theft From Vehicle
529,2011-05-04 00:00:00,2900 Block Pennsylvania Ave,Vandalism
530,2011-04-20 00:00:00,1800 Block 55th St,Motorcycle Theft
531,2009-12-13 00:00:00,4100 Block Amber St,Theft From Vehicle
532,2009-04-04 00:00:00,1800 Block Grove St,Theft From Vehicle
533,2012-09-23 00:00:00,1100 Block Grandview Ave,Trespassing
534,2011-04-20 00:00:00,1400 Block Arapahoe Ave,Vandalism
535,2011-07-26 00:00:00,2900 Block E Aurora Ave,Vandalism
536,2011-04-26 00:00:00,1300 Block Pearl St,Sex Assault
537,2011-04-26 00:00:00,1400 Block Broadway,Vandalism
538,2011-09-15 00:00:00,1300 Block Arapahoe Ave,Vandalism
539,2010-01-06 00:00:00,100 Block S 36th St,Sex Assault
540,2008-11-01 00:00:00,100 Block Mineola Ct,Burglary
541,2012-06-01 00:00:00,2800 Block E Aurora Ave,Vandalism
542,2009-11-26 00:00:00,1500 Block Findlay Way,Vandalism
543,2011-04-20 00:00:00,8th St & Marine St,Vandalism
544,2011-04-26 00:00:00,7000 Block Winchester Cir,Incident
545,2008-11-12 00:00:00,3700 Block Orange Ln,Theft From Vehicle
546,2017-08-24 00:00:00,700 Block 31st St,Assault
547,2012-09-16 00:00:00,2600 Block Canyon Blvd,Theft Of Car Parts
548,2009-01-08 00:00:00,4500 Block 19th St,Vandalism
549,2009-04-27 00:00:00,1900 Block 11th St,Trespassing
550,2012-09-21 00:00:00,11th St & Walnut St,Vandalism
551,2008-09-17 00:00:00,300 Block Ponca Pl,Vandalism
552,2008-04-15 00:00:00,2200 Block Norwood Ave,Vandalism
553,2009-02-23 00:00:00,4800 Block Meredith Way,Theft From Vehicle
554,2011-04-26 00:00:00,4900 Block Moorhead Ave,Vandalism
555,2011-04-27 00:00:00,13th St & Yarmouth Ave,Robbery
556,2011-05-05 00:00:00,2900 Block Shadow Creek Dr,Burglary
557,2012-09-24 00:00:00,400 Block Canyon Blvd,Vandalism
558,2012-09-24 00:00:00,800 Block 15th St,Vandalism
559,2011-08-24 00:00:00,1600 Block Pine St,Burglary
560,2009-09-23 00:00:00,2800 Block Marine St,Theft From Vehicle
561,2009-05-09 00:00:00,800 Block 29th St,Vandalism
562,2008-01-03 00:00:00,3200 Block 34th St,Theft From Vehicle
563,2011-11-08 00:00:00,1700 Block 22nd St,Sex Assault
564,2012-03-05 00:00:00,1100 Block Redwood Ave,Incident
565,2011-05-05 00:00:00,1600 Block 6th St,Vandalism
566,2011-04-27 00:00:00,5500 Block Valmont Rd,Incident
567,2008-03-18 00:00:00,3200 Block 34th St,Theft From Vehicle
568,2012-09-24 00:00:00,1000 Block University Ave,Vandalism
569,2009-10-26 00:00:00,2800 Block E College Ave,Trespassing
570,2012-12-03 00:00:00,2900 Block 55th St,Vandalism
571,2012-07-26 00:00:00,1000 Block University Ave,Burglary
572,2009-08-15 00:00:00,600 Block Manhattan Pl,Auto Theft
573,2009-07-08 00:00:00,3100 Block 28th St,Sex Assault
574,2011-04-20 00:00:00,2900 Block E College Ave,Vandalism
575,2011-04-27 00:00:00,2800 Block Pearl St,Auto Theft
576,2010-06-06 00:00:00,1800 Block Spruce St,Theft From Vehicle
577,2010-04-08 00:00:00,1200 Block Arapahoe Ave,Sex Assault
578,2011-04-21 00:00:00,1100 Block College Ave,Assault
579,2011-05-05 00:00:00,1100 Block 11th St,Burglary
580,2011-04-27 00:00:00,2600 Block Spruce St,Theft From Vehicle
581,2012-11-08 00:00:00,4600 Block Broadway,Trespassing
582,2013-01-08 00:00:00,700 Block Marine St,Burglary
583,2012-01-18 00:00:00,4600 Block Ingram Ct,Recovery
584,2011-12-06 00:00:00,1800 Block 28th St,Trespassing
585,2012-05-28 00:00:00,4700 Block Walnut St,Burglary
586,2008-09-23 00:00:00,1600 Block 30th St,Trespassing
587,2008-08-06 00:00:00,200 Block Seminole Dr,Theft From Vehicle
588,2009-05-29 00:00:00,4700 Block Pearl St,Vandalism
589,2008-01-07 00:00:00,3800 Block 28th St,Burglary
590,2011-10-30 00:00:00,4700 Block Broadway,Theft From Vehicle
591,2009-12-29 00:00:00,4600 Block Broadway,Assault
592,2012-01-25 00:00:00,4400 Block Laguna Pl,Auto Theft
593,2008-03-16 00:00:00,1200 Block College Ave,Vandalism
594,2010-04-26 00:00:00,300 Block 20th St,Vandalism
595,2009-12-09 00:00:00,1500 Block Pearl St,Trespassing
596,2008-07-09 00:00:00,3300 Block Bridger Trl,Theft From Vehicle
597,2012-11-22 00:00:00,8th St & Marine St,Theft From Vehicle
598,2009-06-18 00:00:00,700 Block Pearl St,Vandalism
599,2017-08-22 00:00:00,1800 Block Table Mesa Dr,Theft From Vehicle
600,2008-11-26 00:00:00,3000 Block Colorado Ave,Vandalism
601,2012-01-25 00:00:00,2700 Block Valmont Rd,Theft From Vehicle
602,2012-01-25 00:00:00,2900 Block E Aurora Ave,Vandalism
603,2010-06-28 00:00:00,1200 Block Arapahoe Ave,Trespassing
604,2010-06-29 00:00:00,1800 Block 18th St,Vandalism
605,2010-04-15 00:00:00,3700 Block Iris Ave,Theft From Vehicle
606,2009-01-31 00:00:00,900 Block Pleasant St,Vandalism
607,2011-05-13 00:00:00,4400 Block Laguna Pl,Theft From Vehicle
608,2011-08-02 00:00:00,3100 Block 29th St,Trespassing
609,2012-01-25 00:00:00,900 Block 14th St,Vandalism
610,2008-07-02 00:00:00,4600 Block Table Mesa Dr,Vandalism
611,2013-01-08 00:00:00,400 Block Manhatan Dr,Incident
612,2008-04-17 00:00:00,1800 Block 22nd St,Burglary
613,2008-08-28 00:00:00,100 Block S 31st St,Theft From Vehicle
614,2008-01-31 00:00:00,29th St & Canyon Blvd,Sex Assault
615,2008-12-17 00:00:00,1500 Block 30th St,Burglary
616,2011-05-13 00:00:00,4400 Block Laguna Pl,Theft From Vehicle
617,2009-06-23 00:00:00,2700 Block Valmont Rd,Theft From Vehicle
618,2008-10-05 00:00:00,1100 Block University Ave,Incident
619,2011-09-17 00:00:00,2300 Block South St,Trespassing
620,2012-01-10 00:00:00,3900 Block Table Mesa Dr,Assault
621,2011-09-24 00:00:00,1100 Block Lincoln Pl,Burglary
622,2011-08-04 00:00:00,6th St & Arapahoe Ave,Theft From Vehicle
623,2008-02-12 00:00:00,3000 Block Oneal Py,Burglary
624,2012-01-26 00:00:00,4500 Block Broadway,Trespassing
625,2012-01-26 00:00:00,3800 Block Broadway,Vandalism
626,2009-02-16 00:00:00,1100 Block 11th St,Vandalism
627,2008-09-11 00:00:00,3100 Block Broadway,Theft From Vehicle
628,2011-08-19 00:00:00,E Aurora Ave & Mohawk Dr,Vandalism
629,2008-02-22 00:00:00,1000 Block 13th St,Burglary
630,2012-01-26 00:00:00,1000 Block Pennsylvania Ave,Burglary
631,2012-01-26 00:00:00,1700 Block Canyon Bv,Trespassing
632,2008-02-18 00:00:00,2900 Block Valmont Rd,Trespassing
633,2010-03-03 00:00:00,3700 Block Wonderland Hill Cir,Burglary
634,2008-06-16 00:00:00,15th St & Pearl St,Trespassing
635,2008-07-20 00:00:00,1500 Block Broadway,Burglary
636,2009-06-23 00:00:00,2500 Block Taft Dr,Burglary
637,2012-01-26 00:00:00,1500 Block Knox Dr,Vandalism
638,2009-02-07 00:00:00,3600 Block Pinedale St,Burglary
639,2009-02-03 00:00:00,900 Block 8th St,Burglary
640,2012-01-27 00:00:00,1100 Block Pine St,Burglary
641,2011-10-30 00:00:00,600 Block Marine St,Motorcycle Theft
642,2009-10-30 00:00:00,1100 Block Pearl St,Vandalism
643,2008-04-18 00:00:00,1300 Block Euclid Ave,Vandalism
644,2009-10-24 00:00:00,15th St & Pearl St,Trespassing
645,2009-07-22 00:00:00,2000 Block Pearl St,Vandalism
646,2012-01-27 00:00:00,2574 Block Baseline Rd,Trespassing
647,2011-05-12 00:00:00,1800 Block 17th St,Burglary
648,2012-05-10 00:00:00,700 Block 35th St,Theft From Vehicle
649,2012-09-28 00:00:00,800 Block 19th St,Vandalism
650,2010-04-20 00:00:00,200 Block 31st St,Theft From Vehicle
651,2008-04-25 00:00:00,3000 Block E Sterling Cr,Vandalism
652,2008-03-12 00:00:00,3000 Block Center Green Dr,Vandalism
653,2012-05-15 00:00:00,1200 Block College Ave,Vandalism
654,2008-11-05 00:00:00,5600 Block 71st St,Recovery
655,2012-06-15 00:00:00,1800 Block Arapahoe Ave,Vandalism
656,2011-10-09 00:00:00,1200 Block Holly Pl,Burglary
657,2011-04-04 00:00:00,3300 Block Chisholm Tr,Vandalism
658,2012-10-06 00:00:00,14th St & Walnut St,Assault
659,2008-06-13 00:00:00,3400 Block Spring Creek Pl,Theft From Vehicle
660,2011-11-15 00:00:00,1600 Block 28th St,Theft From Vehicle
661,2008-01-04 00:00:00,600 Block Manhattan Pl,Theft From Vehicle
662,2010-07-12 00:00:00,1500 Block Spruce St,Vandalism
663,2009-12-01 00:00:00,1200 Block East Ridge Ave,Burglary
664,2009-04-13 00:00:00,1100 Block Lehigh St,Vandalism
665,2008-03-28 00:00:00,1300 Block College Ave,Trespassing
666,2009-06-30 00:00:00,1500 Block Yarmouth Ave,Vandalism
667,2008-02-17 00:00:00,700 Block 17th St,Burglary
668,2008-01-30 00:00:00,1500 Block Cherryvale Rd,Trespassing
669,2010-01-05 00:00:00,2200 Block Norwood Ave,Vandalism
670,2010-07-16 00:00:00,1400 Block Folsom St,Trespassing
671,2008-04-29 00:00:00,Center Green Ct & Valmont Rd,Vandalism
672,2010-01-30 00:00:00,S Broadway & S Foothills Hwy,Trespassing
673,2009-03-31 00:00:00,1200 Block Hartford Dr,Theft From Vehicle
674,2008-11-25 00:00:00,1100 Block Clremont Dr,Vandalism
675,2009-06-26 00:00:00,400 Block Pearl St,Burglary
676,2009-09-07 00:00:00,3000 Block Madison Ave,Vandalism
677,2008-02-03 00:00:00,30th St & Pearl St,Robbery
678,2012-11-01 00:00:00,1300 Block Canyon Blvd,Incident
679,2008-11-24 00:00:00,3800 Block Silver Plume Cir,Vandalism
680,2010-03-30 00:00:00,1100 Block Pine St,Trespassing
681,2011-11-29 00:00:00,2300 Block Pearl St,Trespassing
682,2008-05-19 00:00:00,700 Block 35th St,Burglary
683,2008-10-17 00:00:00,3500 Block Moorhead Ave,Sex Assault
684,2009-07-12 00:00:00,1900 Block Canyon Bv,Vandalism
685,2011-03-05 00:00:00,13th St & Lawry Ln,Vandalism
686,2009-06-08 00:00:00,3100 Block Arnett St,Vandalism
687,2012-03-13 00:00:00,1200 Block Elder Ave,Burglary
688,2012-10-14 00:00:00,1100 Block 12th St,Burglary
689,2011-02-16 00:00:00,4200 Block Chippewa Dr,Burglary
690,2012-04-05 00:00:00,4600 Block Nautilus Ct S,Theft From Vehicle
691,2010-02-01 00:00:00,1900 Block 13th St,Theft From Vehicle
692,2008-12-21 00:00:00,1700 Block Norwood Ave,Vandalism
693,2008-08-13 00:00:00,800 Block Arapahoe Ave,Trespassing
694,2009-08-11 00:00:00,2800 Block Mapleton Av,Theft From Vehicle
695,2010-07-22 00:00:00,3800 Block Barr Ct,Theft From Vehicle
696,2008-04-16 00:00:00,3300 Block Talisman Ct,Theft From Vehicle
697,2011-10-02 00:00:00,2300 Block Pearl St,Assault
698,2012-03-13 00:00:00,2400 Block Arapahoe Ave,Incident
699,2009-07-21 00:00:00,2800 Block 14th St,Vandalism
700,2010-03-12 00:00:00,1500 Block Knox Dr,Vandalism
701,2010-03-02 00:00:00,2800 Block Moorhead Ave,Theft From Vehicle
702,2008-04-05 00:00:00,1700 Block Pearl St,Vandalism
703,2017-11-10 00:00:00,2100 Block Canyon Bv,Burglary
704,2009-06-07 00:00:00,400 Block Dakota Blvd,Vandalism
705,2013-12-23 00:00:00,Grandview Ave & Lincoln Pl,Theft From Vehicle
706,2012-04-30 00:00:00,2300 Block Broadway,Burglary
707,2009-05-21 00:00:00,2300 Block Linden Ave,Burglary
708,2009-05-27 00:00:00,3000 Block Broadway,Vandalism
709,2012-09-24 00:00:00,900 Block University Ave,Vandalism
710,2011-10-15 00:00:00,2100 Block Grove Cr,Vandalism
711,2012-10-14 00:00:00,900 Block 16th St,Vandalism
712,2010-12-04 00:00:00,1500 Block 9th St,Theft From Vehicle
713,2008-06-18 00:00:00,3300 Block 4th St,Burglary
714,2008-03-07 00:00:00,1000 Block Grandview Ave,Vandalism
715,2009-03-04 00:00:00,2800 Block E Aurora Ave,Vandalism
716,2008-07-07 00:00:00,1700 Block 17th St,Vandalism
717,2008-03-05 00:00:00,1800 Block 33rd St,Vandalism
718,2012-04-28 00:00:00,700 Block 18th St,Vandalism
719,2008-02-21 00:00:00,900 Block 11th St,Burglary
720,2011-12-10 00:00:00,2700 Block 14th St,Theft From Vehicle
721,2011-07-18 00:00:00,500 Block Arapahoe Ave,Vandalism
722,2008-04-09 00:00:00,2400 Block 23rd St,Theft From Vehicle
723,2010-06-13 00:00:00,800 Block Iris Ave,Theft From Vehicle
724,2008-06-27 00:00:00,1300 Block College Ave,Theft From Vehicle
725,2009-01-14 00:00:00,3200 Block 47th St,Theft From Vehicle
726,2012-04-29 00:00:00,2700 Block Valmont Rd,Burglary
727,2012-04-20 00:00:00,11th St & College Ave,Vandalism
728,2010-02-27 00:00:00,2700 Block Baseline Rd,Trespassing
729,2011-07-20 00:00:00,1400 Block Folsom St,Assault
730,2011-07-20 00:00:00,9th St & Canyon Blvd,Vandalism
731,2008-01-17 00:00:00,2600 Block Canyon Blvd,Trespassing
732,2008-01-04 00:00:00,600 Block Marine St,Vandalism
733,2010-06-21 00:00:00,2400 Block Arapahoe Ave,Incident
734,2011-09-13 00:00:00,3700 Block Talisman Pl,Vandalism
735,2010-08-08 00:00:00,Morgan Dr & Pitkin Dr,Auto Theft
736,2012-05-10 00:00:00,1100 Block University Ave,Burglary
737,2009-08-25 00:00:00,2900 Block E Aurora Ave,Vandalism
738,2009-06-18 00:00:00,800 Block Grant Pl,Theft From Vehicle
739,2017-12-04 00:00:00,3800 Block Armer Av,Theft From Vehicle
740,2009-11-02 00:00:00,1500 Block Lee Hill Dr,Theft From Vehicle
741,2008-05-06 00:00:00,1100 Block Spruce St,Incident
742,2009-02-06 00:00:00,1100 Block 13th St,Assault
743,2009-10-06 00:00:00,500 Block Pine St,Auto Theft
744,2009-04-23 00:00:00,1300 Block Euclid Ave,Vandalism
745,2012-04-30 00:00:00,3800 Block Walnut St,Burglary
746,2010-07-06 00:00:00,4600 Block 15th St,Robbery
747,2012-08-12 00:00:00,1000 Block Canyon Blvd,Assault
748,2010-05-08 00:00:00,800 Block 29th St,Trespassing
749,2012-04-30 00:00:00,38th St & Walnut St,Theft From Vehicle
750,2008-05-29 00:00:00,2200 Block Walnut St,Burglary
751,2009-08-21 00:00:00,1600 Block Broadway,Vandalism
752,2008-08-28 00:00:00,2600 Block Fremont Ave,Theft From Vehicle
753,2008-05-04 00:00:00,900 Block 12th St,Vandalism
754,2012-04-30 00:00:00,Chaparral Ct & Spine Rd,Vandalism
755,2012-12-06 00:00:00,1500 Block Greenbriar Blvd,Vandalism
756,2012-12-06 00:00:00,3000 Block Kings Ridge Blvd,Trespassing
757,2012-04-30 00:00:00,1400 Block Canyon Bv,Incident
758,2012-08-12 00:00:00,2000 Block Canyon Blvd,Theft From Vehicle
759,2012-08-12 00:00:00,College Ave & Lincoln Pl,Vandalism
760,2012-12-06 00:00:00,12th St & Euclid Ave,Vandalism
761,2012-04-30 00:00:00,1600 Block Broadway,Incident
762,2010-02-28 00:00:00,1800 Block Telluride Ln,Burglary
763,2009-06-10 00:00:00,700 Block 18th St,Robbery
764,2012-04-30 00:00:00,900 Block 28th St,Vandalism
765,2009-04-26 00:00:00,1100 Block Pennsylvania Ave,Trespassing
766,2008-09-30 00:00:00,4500 Block 19th St,Burglary
767,2012-05-06 00:00:00,1300 Block Walnut St,Vandalism
768,2008-05-31 00:00:00,800 Block Mapleton Ave,Incident
769,2010-06-08 00:00:00,500 Block Manhatan Dr,Incident
770,2012-04-30 00:00:00,900 Block 13th St,Vandalism
771,2009-10-03 00:00:00,2400 Block Cragmore Rd,Burglary
772,2010-02-11 00:00:00,1100 Block Balsam Ave,Trespassing
773,2012-04-30 00:00:00,18th St & Cascade Ave,Vandalism
774,2012-04-30 00:00:00,100 Block 31st St,Vandalism
775,2009-03-18 00:00:00,2200 Block Norwood Ave,Vandalism
776,2012-08-12 00:00:00,2800 Block Lagrange Cir,Vandalism
777,2011-04-27 00:00:00,1900 Block Spruce St,Theft From Vehicle
778,2010-08-09 00:00:00,2800 Block 29th St,Burglary
779,2008-03-08 00:00:00,1800 Block 30th St,Trespassing
780,2010-02-05 00:00:00,8th St & Aurora Ave,Vandalism
781,2008-06-30 00:00:00,1500 Block Broadway,Burglary
782,2008-02-01 00:00:00,Crime occurred at an unknown location,Vandalism
783,2012-11-09 00:00:00,18th St & Aurora Ave,Vandalism
784,2011-05-05 00:00:00,1800 Block Arapahoe Ave,Incident
785,2011-04-21 00:00:00,1000 Block Canyon Blvd,Assault
786,2011-04-27 00:00:00,1000 Block 14th St,Vandalism
787,2008-04-05 00:00:00,2800 Block Kalmia Ave,Theft From Vehicle
788,2008-02-04 00:00:00,1000 Block Edinboro Dr,Vandalism
789,2012-08-15 00:00:00,3700 Block Cedarlodge St,Incident
790,2011-05-05 00:00:00,2300 Block Arapahoe Ave,Trespassing
